"","","","","",""
"21P31A0570","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0570","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0570","R203105A","ARTIFICIAL INTELLIGENCE","24","D","3"
"21P31A0571","R203104Q","DIGITAL LOGIC DESIGN","19","D","3"
"21P31A0571","R2031051","COMPUTER NETWORKS","17","B","3"
"21P31A0571","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","C","3"
"21P31A0571","R2031053","DATA WAREHOUSING AND DATA MINING","28","C","3"
"21P31A0571","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0571","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0571","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0571","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A0571","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0571","R203105A","ARTIFICIAL INTELLIGENCE","28","D","3"
"21P31A0572","R203104Q","DIGITAL LOGIC DESIGN","17","F","0"
"21P31A0572","R2031051","COMPUTER NETWORKS","18","E","3"
"21P31A0572","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","21","D","3"
"21P31A0572","R2031053","DATA WAREHOUSING AND DATA MINING","25","E","3"
"21P31A0572","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A+","1.5"
"21P31A0572","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0572","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A0572","R2031058","EMPLOYABILITY SKILLS-I","26","COMPLE","0"
"21P31A0572","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0572","R203105A","ARTIFICIAL INTELLIGENCE","22","D","3"
"21P31A0573","R203104Q","DIGITAL LOGIC DESIGN","21","D","3"
"21P31A0573","R2031051","COMPUTER NETWORKS","15","D","3"
"21P31A0573","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","E","3"
"21P31A0573","R2031053","DATA WAREHOUSING AND DATA MINING","25","E","3"
"21P31A0573","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0573","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0573","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0573","R2031058","EMPLOYABILITY SKILLS-I","26","COMPLE","0"
"21P31A0573","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0573","R203105A","ARTIFICIAL INTELLIGENCE","24","E","3"
"21P31A0574","R203104Q","DIGITAL LOGIC DESIGN","19","E","3"
"21P31A0574","R2031051","COMPUTER NETWORKS","18","C","3"
"21P31A0574","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","23","C","3"
"21P31A0574","R2031053","DATA WAREHOUSING AND DATA MINING","28","D","3"
"21P31A0574","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0574","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A0574","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0574","R2031058","EMPLOYABILITY SKILLS-I","26","COMPLE","0"
"21P31A0574","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0574","R203105A","ARTIFICIAL INTELLIGENCE","26","C","3"
"21P31A0575","R203104Q","DIGITAL LOGIC DESIGN","26","C","3"
"21P31A0575","R2031051","COMPUTER NETWORKS","21","A","3"
"21P31A0575","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","C","3"
"21P31A0575","R2031053","DATA WAREHOUSING AND DATA MINING","27","D","3"
"21P31A0575","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0575","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0575","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0575","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0575","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0575","R203105A","ARTIFICIAL INTELLIGENCE","24","D","3"
"21P31A0576","R203104Q","DIGITAL LOGIC DESIGN","21","E","3"
"21P31A0576","R2031051","COMPUTER NETWORKS","22","F","0"
"21P31A0576","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","B","3"
"21P31A0576","R2031053","DATA WAREHOUSING AND DATA MINING","27","D","3"
"21P31A0576","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0576","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0576","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0576","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0576","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0576","R203105A","ARTIFICIAL INTELLIGENCE","27","C","3"
"21P31A0577","R203104Q","DIGITAL LOGIC DESIGN","20","D","3"
"21P31A0577","R2031051","COMPUTER NETWORKS","19","B","3"
"21P31A0577","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","26","C","3"
"21P31A0577","R2031053","DATA WAREHOUSING AND DATA MINING","28","F","0"
"21P31A0577","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0577","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A0577","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0577","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0577","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0577","R203105A","ARTIFICIAL INTELLIGENCE","27","D","3"
"21P31A0578","R203104Q","DIGITAL LOGIC DESIGN","18","F","0"
"21P31A0578","R2031051","COMPUTER NETWORKS","17","D","3"
"21P31A0578","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","C","3"
"21P31A0578","R2031053","DATA WAREHOUSING AND DATA MINING","26","D","3"
"21P31A0578","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0578","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0578","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0578","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A0578","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0578","R203105A","ARTIFICIAL INTELLIGENCE","23","E","3"
"21P31A0579","R203104Q","DIGITAL LOGIC DESIGN","22","D","3"
"21P31A0579","R2031051","COMPUTER NETWORKS","23","A","3"
"21P31A0579","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","27","B","3"
"21P31A0579","R2031053","DATA WAREHOUSING AND DATA MINING","27","B","3"
"21P31A0579","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A0579","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0579","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0579","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0579","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0579","R203105A","ARTIFICIAL INTELLIGENCE","28","D","3"
"21P31A0580","R203104Q","DIGITAL LOGIC DESIGN","22","E","3"
"21P31A0580","R2031051","COMPUTER NETWORKS","17","D","3"
"21P31A0580","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","C","3"
"21P31A0580","R2031053","DATA WAREHOUSING AND DATA MINING","26","D","3"
"21P31A0580","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0580","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0580","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0580","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0580","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0580","R203105A","ARTIFICIAL INTELLIGENCE","26","D","3"
"21P31A0581","R203104Q","DIGITAL LOGIC DESIGN","26","B","3"
"21P31A0581","R2031051","COMPUTER NETWORKS","20","B","3"
"21P31A0581","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","D","3"
"21P31A0581","R2031053","DATA WAREHOUSING AND DATA MINING","23","D","3"
"21P31A0581","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0581","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A0581","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A0581","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0581","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0581","R203105A","ARTIFICIAL INTELLIGENCE","25","C","3"
"21P31A0582","R203104Q","DIGITAL LOGIC DESIGN","21","F","0"
"21P31A0582","R2031051","COMPUTER NETWORKS","16","E","3"
"21P31A0582","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","E","3"
"21P31A0582","R2031053","DATA WAREHOUSING AND DATA MINING","23","F","0"
"21P31A0582","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A0582","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0582","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0582","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0582","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0582","R203105A","ARTIFICIAL INTELLIGENCE","25","F","0"
"21P31A0583","R203104Q","DIGITAL LOGIC DESIGN","18","E","3"
"21P31A0583","R2031051","COMPUTER NETWORKS","20","B","3"
"21P31A0583","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","21","D","3"
"21P31A0583","R2031053","DATA WAREHOUSING AND DATA MINING","27","C","3"
"21P31A0583","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0583","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0583","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0583","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0583","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0583","R203105A","ARTIFICIAL INTELLIGENCE","25","E","3"
"21P31A0584","R203104Q","DIGITAL LOGIC DESIGN","18","F","0"
"21P31A0584","R2031051","COMPUTER NETWORKS","16","F","0"
"21P31A0584","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","18","F","0"
"21P31A0584","R2031053","DATA WAREHOUSING AND DATA MINING","21","F","0"
"21P31A0584","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0584","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0584","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0584","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0584","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0584","R203105A","ARTIFICIAL INTELLIGENCE","24","E","3"
"21P31A0586","R203104Q","DIGITAL LOGIC DESIGN","21","D","3"
"21P31A0586","R2031051","COMPUTER NETWORKS","23","B","3"
"21P31A0586","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","D","3"
"21P31A0586","R2031053","DATA WAREHOUSING AND DATA MINING","27","D","3"
"21P31A0586","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0586","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0586","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0586","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0586","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0586","R203105A","ARTIFICIAL INTELLIGENCE","27","D","3"
"21P31A0587","R203104Q","DIGITAL LOGIC DESIGN","20","D","3"
"21P31A0587","R2031051","COMPUTER NETWORKS","14","C","3"
"21P31A0587","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","C","3"
"21P31A0587","R2031053","DATA WAREHOUSING AND DATA MINING","26","A","3"
"21P31A0587","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A0587","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0587","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0587","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0587","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0587","R203105A","ARTIFICIAL INTELLIGENCE","21","D","3"
"21P31A0588","R203104Q","DIGITAL LOGIC DESIGN","22","F","0"
"21P31A0588","R2031051","COMPUTER NETWORKS","19","B","3"
"21P31A0588","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","19","E","3"
"21P31A0588","R2031053","DATA WAREHOUSING AND DATA MINING","21","E","3"
"21P31A0588","R2031054","DATA WAREHOUSING AND DATA MINING LAB","12","A","1.5"
"21P31A0588","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0588","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0588","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0588","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0588","R203105A","ARTIFICIAL INTELLIGENCE","27","D","3"
"21P31A0589","R203104Q","DIGITAL LOGIC DESIGN","22","D","3"
"21P31A0589","R2031051","COMPUTER NETWORKS","17","C","3"
"21P31A0589","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","B","3"
"21P31A0589","R2031053","DATA WAREHOUSING AND DATA MINING","23","D","3"
"21P31A0589","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0589","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A0589","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0589","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0589","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0589","R203105A","ARTIFICIAL INTELLIGENCE","25","C","3"
"21P31A0590","R203104Q","DIGITAL LOGIC DESIGN","22","C","3"
"21P31A0590","R2031051","COMPUTER NETWORKS","21","D","3"
"21P31A0590","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","D","3"
"21P31A0590","R2031053","DATA WAREHOUSING AND DATA MINING","23","D","3"
"21P31A0590","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0590","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0590","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0590","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0590","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0590","R203105A","ARTIFICIAL INTELLIGENCE","27","C","3"
"21P31A0591","R203104Q","DIGITAL LOGIC DESIGN","18","D","3"
"21P31A0591","R2031051","COMPUTER NETWORKS","19","E","3"
"21P31A0591","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","24","C","3"
"21P31A0591","R2031053","DATA WAREHOUSING AND DATA MINING","27","D","3"
"21P31A0591","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A0591","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0591","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0591","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0591","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0591","R203105A","ARTIFICIAL INTELLIGENCE","25","C","3"
"21P31A0592","R203104Q","DIGITAL LOGIC DESIGN","22","E","3"
"21P31A0592","R2031051","COMPUTER NETWORKS","19","C","3"
"21P31A0592","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","23","D","3"
"21P31A0592","R2031053","DATA WAREHOUSING AND DATA MINING","23","E","3"
"21P31A0592","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A0592","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0592","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0592","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0592","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0592","R203105A","ARTIFICIAL INTELLIGENCE","27","F","0"
"21P31A0593","R203104Q","DIGITAL LOGIC DESIGN","23","D","3"
"21P31A0593","R2031051","COMPUTER NETWORKS","20","D","3"
"21P31A0593","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","21","C","3"
"21P31A0593","R2031053","DATA WAREHOUSING AND DATA MINING","29","C","3"
"21P31A0593","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0593","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0593","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0593","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0593","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0593","R203105A","ARTIFICIAL INTELLIGENCE","27","C","3"
"21P31A0594","R203104Q","DIGITAL LOGIC DESIGN","25","C","3"
"21P31A0594","R2031051","COMPUTER NETWORKS","20","C","3"
"21P31A0594","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","25","C","3"
"21P31A0594","R2031053","DATA WAREHOUSING AND DATA MINING","23","C","3"
"21P31A0594","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0594","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A0594","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0594","R2031058","EMPLOYABILITY SKILLS-I","29","COMPLE","0"
"21P31A0594","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0594","R203105A","ARTIFICIAL INTELLIGENCE","24","C","3"
"21P31A0595","R203104Q","DIGITAL LOGIC DESIGN","22","F","0"
"21P31A0595","R2031051","COMPUTER NETWORKS","15","E","3"
"21P31A0595","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","22","D","3"
"21P31A0595","R2031053","DATA WAREHOUSING AND DATA MINING","22","D","3"
"21P31A0595","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","A","1.5"
"21P31A0595","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0595","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0595","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0595","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0595","R203105A","ARTIFICIAL INTELLIGENCE","26","F","0"
"21P31A0596","R203104Q","DIGITAL LOGIC DESIGN","18","F","0"
"21P31A0596","R2031051","COMPUTER NETWORKS","14","D","3"
"21P31A0596","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","17","E","3"
"21P31A0596","R2031053","DATA WAREHOUSING AND DATA MINING","19","F","0"
"21P31A0596","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A0596","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0596","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A0596","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A0596","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0596","R203105A","ARTIFICIAL INTELLIGENCE","22","F","0"
"21P31A0597","R203104Q","DIGITAL LOGIC DESIGN","24","D","3"
"21P31A0597","R2031051","COMPUTER NETWORKS","21","C","3"
"21P31A0597","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","20","C","3"
"21P31A0597","R2031053","DATA WAREHOUSING AND DATA MINING","21","D","3"
"21P31A0597","R2031054","DATA WAREHOUSING AND DATA MINING LAB","15","A+","1.5"
"21P31A0597","R2031055","COMPUTER NETWORKS LAB","15","A+","1.5"
"21P31A0597","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A0597","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0597","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0597","R203105A","ARTIFICIAL INTELLIGENCE","21","D","3"
"21P31A0598","R203104Q","DIGITAL LOGIC DESIGN","14","D","3"
"21P31A0598","R2031051","COMPUTER NETWORKS","14","B","3"
"21P31A0598","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","16","F","0"
"21P31A0598","R2031053","DATA WAREHOUSING AND DATA MINING","22","D","3"
"21P31A0598","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A0598","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A0598","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A0598","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A0598","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0598","R203105A","ARTIFICIAL INTELLIGENCE","21","E","3"
"21P31A05A0","R203104Q","DIGITAL LOGIC DESIGN","20","E","3"
"21P31A05A0","R2031051","COMPUTER NETWORKS","14","C","3"
"21P31A05A0","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","20","E","3"
"21P31A05A0","R2031053","DATA WAREHOUSING AND DATA MINING","24","D","3"
"21P31A05A0","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05A0","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A0","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05A0","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05A0","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A0","R203105A","ARTIFICIAL INTELLIGENCE","21","E","3"
"21P31A05A1","R203104Q","DIGITAL LOGIC DESIGN","19","D","3"
"21P31A05A1","R2031051","COMPUTER NETWORKS","10","C","3"
"21P31A05A1","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","15","C","3"
"21P31A05A1","R2031053","DATA WAREHOUSING AND DATA MINING","25","D","3"
"21P31A05A1","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05A1","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A1","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A","2"
"21P31A05A1","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05A1","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A1","R203105A","ARTIFICIAL INTELLIGENCE","22","D","3"
"21P31A05A2","R203104Q","DIGITAL LOGIC DESIGN","22","D","3"
"21P31A05A2","R2031051","COMPUTER NETWORKS","18","D","3"
"21P31A05A2","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","20","B","3"
"21P31A05A2","R2031053","DATA WAREHOUSING AND DATA MINING","22","E","3"
"21P31A05A2","R2031054","DATA WAREHOUSING AND DATA MINING LAB","12","A","1.5"
"21P31A05A2","R2031055","COMPUTER NETWORKS LAB","13","A+","1.5"
"21P31A05A2","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05A2","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05A2","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A2","R203105A","ARTIFICIAL INTELLIGENCE","29","B","3"
"21P31A05A3","R203104Q","DIGITAL LOGIC DESIGN","18","F","0"
"21P31A05A3","R2031051","COMPUTER NETWORKS","18","B","3"
"21P31A05A3","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","17","E","3"
"21P31A05A3","R2031053","DATA WAREHOUSING AND DATA MINING","23","D","3"
"21P31A05A3","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A+","1.5"
"21P31A05A3","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A3","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","A+","2"
"21P31A05A3","R2031058","EMPLOYABILITY SKILLS-I","27","COMPLE","0"
"21P31A05A3","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A3","R203105A","ARTIFICIAL INTELLIGENCE","21","E","3"
"21P31A05A4","R203104Q","DIGITAL LOGIC DESIGN","18","F","0"
"21P31A05A4","R2031051","COMPUTER NETWORKS","20","D","3"
"21P31A05A4","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","19","E","3"
"21P31A05A4","R2031053","DATA WAREHOUSING AND DATA MINING","24","F","0"
"21P31A05A4","R2031054","DATA WAREHOUSING AND DATA MINING LAB","14","A","1.5"
"21P31A05A4","R2031055","COMPUTER NETWORKS LAB","14","A+","1.5"
"21P31A05A4","R2031057","CONTINUOUS INTEGRATION AND CONTINUOUS DE","0","B","2"
"21P31A05A4","R2031058","EMPLOYABILITY SKILLS-I","28","COMPLE","0"
"21P31A05A4","R2031059","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A05A4","R203105A","ARTIFICIAL INTELLIGENCE","23","D","3"
"21P31A05A5","R203104Q","DIGITAL LOGIC DESIGN","22","E","3"
"21P31A05A5","R2031051","COMPUTER NETWORKS","16","B","3"
"21P31A05A5","R2031052","DESIGN AND ANALYSIS OF ALGORITHMS","23","C","3"
"21P31A05A5","R2031053","DATA WAREHOUSING AND DATA MINING","22","D","3"
"21P31A05A5","R2031054","DATA WAREHOUSING AND DATA MINING LAB","13","B","1.5"
